11.10064,43.78170,5007042,signa2,50,
11.20172,43.78246,5007041,via argingrosso,50,
11.18885,43.78396,4007030,Fisso P.Indiano2,40,
11.19769,43.79198,4007032,Fisso P.Indiano1,40,
11.16174,43.79338,5007041,via pistoiese,50,
11.14378,43.79343,5007022,san donnino,50,
11.10044,43.79433,5007041,SS32 signa,50,
11.12304,43.79811,5008103,San Mauro-Signa,50,
11.21360,43.79830,5007050,FI viale guidoni1,50,
11.13666,43.81206,7007031,circonvallazione sud campi,70,
11.18250,43.81303,10008022,peretola nord,100,
11.14283,43.81412,5007041,via palagetta campi,50,
11.14911,43.81654,3007042,SP campi bisenzio,30,
11.17428,43.81808,10008022,peretola sud,100,
11.19216,43.82246,5007042,via osmannoro Sesto F.,50,
11.19960,43.82349,5007042,via Pasolini Sesto F.,50,
11.20518,43.82680,5007040,Vle dei Mille,50,
11.14096,43.82713,5007041,via paolieri campi b,50,
11.13029,43.82902,5007041,SS32 campi bisenzio1,50,
11.14998,43.83033,5008123,Autobox Fisso - Vigili U.,50,
11.19042,43.83171,5007040,Viale Ariosto,50,
11.20837,43.83367,5007040,via I maggio,50,
11.18282,43.83625,5007040,V.le Togliatti,50,
11.13043,43.83810,5007041,SS32 campi bisenzio,50,
11.17316,43.85218,13007032,A dir sud,130,
11.10550,43.85521,13007032,A1 dir mare,130,
11.15824,43.86420,5007030,Strada militare per Barberino,50,
11.18846,43.89466,13007032,A Barberino,130,
11.18626,43.89645,5007040,SP carraia,50,
11.12119,43.91176,5007030,via bologna SS325,50,
11.20273,43.92058,5007040,SP Pontenuovo,50,
11.12519,43.94725,5007030,la Tignamica SS325,50,
11.21426,43.95891,5007040,SP cornocchio,50,
11.21745,43.73254,5007041,Via Volterrana Galluzzo,50,
11.23060,43.74727,5007041,via senese2,50,
11.23219,43.74796,5009062,Direz Firenze,50,
11.23971,43.75475,5007041,via senese1,50,
11.24097,43.76388,5007040,Viale Petrarca1,50,
11.24116,43.76352,5007041,viale petrarca2,50,
11.24457,43.75543,5009062,V.le Poggio Imperiale,50,
11.25705,43.75694,5007040,Viale Galileo,50,
11.25919,43.78345,5007041,viale lavagnini,50,
11.26657,43.77920,5009042,Autobox Fisso,50,
11.26841,43.73675,8008082,Autovelox Fisso,80,
11.26970,43.77576,5007040,Viale Gramsci,50,
11.27811,43.76256,5007040,Via Salutati,50,
11.28642,43.77400,5007040,Via Lungo L'Affrico,50,
11.29144,43.76303,5007032,Via Villamagna1,50,
11.29166,43.74802,7007033,via marco polo,70,
11.29351,43.76708,5007041,lungarno moro,50,
11.29775,43.75044,7007032,via marco polo1,70,
11.30025,43.77397,5007040,Via del Gignoro,50,
11.30543,43.73236,5007040,via dell'Antella,50,
11.31194,43.76495,5007032,Via dalla Chiesa1,50,
11.31284,43.74661,6007040,via ritortoli,60,
11.31587,43.75303,5007040,Via roma BagnoR,50,
11.32777,43.74853,5007073,via Roma BagnoR,50,
11.33403,43.76186,5007032,SP3 candeli2,50,
11.33468,43.76237,5007032,SP3 Candeli1,50,
11.33810,43.77011,5007033,SS6 girone,50,
11.33816,43.74593,5007041,via roma BagnoR,50,
11.34881,43.77154,5007041,SS6 anchetta,50,
11.35834,43.77158,5007032,SP3 vallina2,50,
11.35936,43.78000,5007040,SS6 compiobbi3,50,
11.36247,43.77381,5007032,SP3 vallina1,50,
11.42240,43.77280,5007032,viale hanoi2,50,
11.42387,43.77252,5007032,viale hanoi,50,
11.42544,43.77630,5007033,pontassieve via aretina,50,
11.42877,43.77089,9008102,ss67variante1,90,
11.43850,43.77007,9008102,ss67variante2,90,
11.44111,43.77124,4007032,Viale Diaz,40,
11.44418,43.74408,5007040,SP9 torri,50,
11.36570,43.78424,5007040,SS6 compiobbi1,50,
11.39919,43.78597,5007032,SS6 sieci1,50,
11.38576,43.79253,5007040,SS6 sieci3,50,
11.38631,43.79264,5007062,SS6 sieci4,50,
11.38943,43.79638,5007032,SP8 sieci2,50,
11.21496,43.79799,5007050,FI viale guidoni2,50,
11.28814,43.80258,5007032,SP5 Fiesole-Firenze,50,
11.21578,43.80494,5007040,Viale 1 Agosto,50,
11.30373,43.80835,3008040,SP5 fiesole,30,
11.22171,43.81887,5007040,Via Sestese,50,
11.22179,43.81893,5007041,via sestese2,50,
11.29570,43.82059,5007040,SS30 pian del mugnone,50,
11.30056,43.82540,5007040,SS30 pian del mugnone2,50,
11.28596,43.82548,5007040,SS6 trespiano,50,
11.28783,43.83208,5007040,SS6 pian di san bartolo2,50,
11.28859,43.83485,5007040,SS6 pian di san bartolo1,50,
11.31276,43.83487,5007040,SS30 caldine,50,
11.29088,43.84621,5007040,SS6 montorsoli,50,
11.29100,43.87216,5007040,SS6 Fontebuona,50,
11.21889,44.00621,110070321,A dir sud,110,
11.22295,44.01575,10007032,A dir sud,100,
11.23857,43.98909,6007032,Barberino2,60,
11.25489,43.98846,6007032,Barberino1,60,
11.33505,44.01631,5007041,SP3 s.agata,50,
11.34613,43.96199,6007032,SP 55 La torre,60,
11.34968,43.98856,5007041,scarperia2,50,
11.35092,43.88541,5007033,SS30 mulinaccio,50,
11.35651,43.99014,5007033,Scarperia1,50,
11.35686,43.89646,5007033,SS30 polcanto,50,
11.36612,43.95893,5007033,Borgo s.Lorenzo1,50,
11.37009,44.02569,3007050,SS50 Ponzalla,30,
