10.85535,42.76844,[50] Auto Istituto Mobile - Vigili U.,50,
10.88222,42.93722,[VM] Bagno di gavorrano 1,
10.62310,42.99562,[110] VVUU Dir grosseto,110,
10.84273,42.99724,[70] Auto Istituto Mobile - Vigili U.,70,
10.61277,43.00194,[110] Treppiede Mobile - Polstrada,110,
10.63166,43.00444,[VM] Strada Aurelia Dir Venturina dopo il bar,
10.59958,43.01174,[110] Telelaser Mobile Polstrada,110,
10.85612,43.01237,[VM] CC,
10.85910,43.01689,[VM] SS439 Valpiana Zona Industriale,
10.57270,43.02812,[110] Treppiede Mobile Polstrada,110,
10.88455,43.03377,[50] autovelox,50,
10.55694,43.04750,[VM] Auto Civetta panda o fuoristra Telelaser Pol.Prov.,
10.65332,43.05250,[VM] Installato su auto civile Bidirezionale VVUU,
10.66555,43.06388,[VM] Installato su auto civile Bidirezionale VVUU,
10.56077,43.06454,[70] Auto VVUU,70,
10.55729,43.07165,[VM] S.Vincenzo SS1 Aurelia Radar Pol.Prov.,
10.55548,43.08541,[110] Entrata S.Vincenzo Sud,110,
10.55040,43.09501,[110] Auto Istituto Mobile Vigili U.,110,
10.55062,43.13703,[110] Dir Nord su Land Rover,110,
10.55694,43.14915,[VM] Auto Civetta Fuoristrada verde con Pol.Prov.,
10.56027,43.16138,[110] VVUU SanVincenzo,110,
10.56558,43.17269,[VM] P.M donoratico interno dell'auto,
10.56536,43.18835,[110] Radar,110,
10.56443,43.19717,[110] Telelaser PS,110,
10.61198,43.29804,[60] Auto Istituto Mobile - Vigili U.,60,
10.74551,43.33604,[50] Treppiede Mobile - Altri Enti,50,
10.94286,42.78888,[50] Auto Istituto Mobile Carabinieri,50,
10.96555,42.91970,[110] Dopo i pannelli verdi,110,
11.01671,42.76226,[50] Telelaser Mobile Pol.Prov.,50,
11.02534,42.92604,[VM] Loc Castellaccia Gr Pattuglia VVUU a fine rettilineo,
11.07559,42.87345,[50] Auto Civile Mobile Vigili U.,50,
11.08349,42.80229,[VM] Loc Rugginosa Gr Pol.Prov.nascosta dietro la siepe,
11.09185,42.77079,[VM] in alfa bianca della pol.municipale Dir citt,
11.09278,42.80947,[VM] PS alla piazzola prima di GR nord,
11.09459,42.80281,[110] Telelaser PS grosseto,110,
11.10013,42.75672,[50] Auto Civile Mobile VVUU,50,
11.11928,42.92893,[50] Auto Istituto Mobile - Vigili U.,50,
11.11954,42.79692,[110] Parcheggio prima di grosseto nord,110,
11.12020,42.75876,[50] Auto Civile Mobile Altri Enti,50,
11.13899,42.82772,[VM] Telelaser,
11.14383,42.77360,[110] Uscita di Grosseto sulla E80,110,
11.17430,42.85432,[VM] Telelaser Polizia,
11.17730,42.77978,[50] Auto Civile Mobile VVUU,50,
11.18187,42.85707,[VM] Piazzola di fermata con Polizia,
11.21049,42.87577,[VM] Prima del cavalcavia,
11.21640,42.87997,[VM] VVUU campagnatico,
11.21646,42.77872,[70] Auto Civile Mobile Altri Enti,70,
11.22292,42.88631,[60] Auto Civile Mobile Vigili U.,60,
11.23082,42.88694,[90] Auto Civile Mobile - Pol.Prov.,90,
10.94062,42.94517,[110] Vs.SUD Piazzola di sosta,110,
10.91856,42.94950,[50] Auto Civile Mobile VVUU,50,
10.88889,42.95000,[VM] Dir Nord,
10.92502,42.95048,[110] Auto Istituto Mobile PS,110,
10.90480,42.95098,[110] su area di servizio,110,
10.90972,42.95111,[110] Treppiede Mobile - Polstrada,110,
11.03007,42.97306,[VM] interno auto bianca VVUU Ribolla Roccastrada,
11.02509,42.97636,[40] Treppiede VVUU,40,
11.01552,42.97827,[VM] Prima del bivio di tatti lato dir follonica,
10.90255,43.06055,[50] Telelaser Mobile - Pol.Prov.,50,
10.90620,43.06330,[VM] SS439 Incrocio,
11.01831,43.07833,[50] Telelaser Mobile - Vigili U.,50,
10.98494,43.07998,[50] Treppiede Mobile - Vigili U.,50,
11.06284,43.36803,[50] Treppiede CC,50,
11.13210,43.39529,[VM] autovelox,
11.13317,43.40053,[VM] VERSO GRACCIANO,
11.20807,43.40860,[50] Treppiede VVUU,50,
11.13236,43.41447,[VM] VVUU,
11.10006,43.41978,[VM] Le Grazie Via Volterrana,
11.18620,43.41978,[VM] ingresso staggia,
11.17982,43.42102,[VM] Staggia Fontana,
11.12617,43.42736,[VM] Colle val d'elsa,
11.16536,43.43957,[50] Treppiede Mobile - Carabinieri,50,
11.16022,43.44060,[50] Treppiede Mobile - Carabinieri,50,
11.25627,42.76119,[50] Auto Civile Mobile Altri Enti,50,
11.49322,42.91672,[VM] Pol.Prov.su auto civile,
11.26537,42.92837,[VM] V591,
11.27060,42.93740,[VM] autovelox,
11.35200,42.95407,[VM] VVUU,
11.28814,42.99678,[VM] V81,
11.27777,43.02861,[VM] SS73 siena-grosseto PS e/o VVUU,
11.29695,43.07537,[VM] Viadotto Dir siena,
11.54195,43.08704,[50] Telelaser Mobile Pol.Prov.,50,
11.29553,43.08867,[70] Auto Civile Mobile - Altri Enti,70,
11.29611,43.11360,[VM] Piazzato all'interno Punto blu scura VVUU,
11.48259,43.12030,[50] Treppiede Mobile Vigili U.,50,
11.48363,43.12184,[VM] Comune punto bianca,
11.48293,43.12580,[50] Treppiede Mobile - Vigili U.,50,
11.45134,43.13207,[50] Treppiede Mobile Vigili U.,50,
11.48246,43.13230,[50] Treppiede Mobile Vigili U.,50,
11.48305,43.13528,[VM] Sul piazzale della stazione FFSS Buonconvento SI,
11.51379,43.13576,[VM] Polizia con telelaser,
11.48232,43.13969,[50] Telelaser Mobile Carabinieri,50,
11.29045,43.15549,[VM] autovelox,
11.27784,43.17800,[70] Treppiede Mobile - Carabinieri,70,
11.27803,43.20513,[VM] autovelox,
11.42899,43.22055,[VM] Macchina civetta VVUU Monteroni d'Arbia,
11.55962,43.23395,[50] Treppiede Mobile - Vigili U.,50,
11.23163,43.39395,[90] Racc Aut FI-SI Dir FI Loc Badesse area sosta,90,
11.23332,43.26361,[50] SP73 SS73 Dosso Malignano,50,
11.25592,43.27709,[60] Treppiede Mobile - Vigili U.,60,
11.28221,43.24142,[70] Treppiede CC,70,
11.30795,43.37329,[VM] Parcheggio della villa,
11.30939,43.31295,[90] Treppiede PS,90,
11.31342,43.36032,[VM] Dir castellina dietro siepe,
11.33023,43.29892,[50] Auto Istituto Mobile - Polstrada,50,
11.33450,43.29615,[50] Auto Istituto Mobile - Carabinieri,50,
11.35534,43.30075,[70] E78-SS223,70,
11.37922,43.25916,[50] Treppiede Mobile - Vigili U.,50,
11.38212,43.25618,[50] Treppiede Mobile - Vigili U.,50,
11.39610,43.25167,[VM] Ponte a tressa-all'interno di un parcheggio,
11.40016,43.43335,[50] Auto Civile Mobile - Vigili U.,50,
11.40421,43.24820,[50] More di Cuna dir. SI Telelaser,50,
11.40557,43.24702,[50] Telelaser Mobile CC,50,
11.40639,43.29555,[VM] Auto VVUU Via Aretina 3 Arbia Siena,
11.41444,43.23833,[VM] Cimitero di Monteroni d'Arbia Dir Siena,
11.41528,43.35139,[VM] Punto bianca VVUU di Castelnuovo B.ga,
11.42225,43.40774,[50] Auto Civile Mobile - Vigili U.,50,
11.56470,43.35007,[VM] Fiat Punto Bianca da Aprile fino a Settembre,
11.57264,43.23435,[50] Treppiede Mobile - Vigili U.,50,
11.58160,43.39224,[50] Treppiede Mobile - Pol.Prov.,50,
11.58568,43.24227,[50] Auto Civile Mobile VVUU,50,
7.58340,43.83428,[50] Treppiede VVUU,50,
7.60519,43.80281,[VM] autovelox,
7.62644,43.80966,[50] Auto Istituto Mobile CC,50,
7.62678,43.79756,[50] c.della repubblica,50,
7.62834,43.82471,[50] Corso Italia,50,
7.64694,43.79814,[VM] VVUU vallecrosia,
7.66757,43.79980,[VM] PS Dir Ventimiglia,
7.68230,43.78544,[50] Telelaser Mobile - Vigili U.,50,
7.68735,43.78741,[VM] VVUU uscita galleria Punta Migliarese,
7.72960,43.79792,[VM] Pattuglia PS,
7.74587,43.80324,[50] Telelaser Mobile PS,50,
7.75083,43.80693,[50] Via Marconi concessionaria zoccarato,50,
7.75423,43.80839,[50] Telelaser Mobile PS,50,
7.79547,43.83031,[VM] Aurelia Bis Dir Sanremo,
7.80228,43.83079,[VM] Aureliabis,
