10.200230,44.871630,Sicve INIZIO, A1 Dir Nord Tratto3,6
10.119550,44.884820,Sicve INIZIO, A1 Dir Nord Tratto3,7
9.941680,44.947260,Sicve INIZIO, A1 Dir Nord Tratto3,8
9.775150,45.024370,Sicve INIZIO, A1 Dir Nord Tratto3,9
9.711890,45.087640,Sicve INIZIO, A1 Dir Nord Tratto3,10
9.592140,45.172000,Sicve INIZIO, A1 Dir Nord Tratto3,11
9.460970,45.267850,Sicve INIZIO, A1 Dir Nord Tratto3,12
11.295810,44.524260,Sicve INIZIO, A14 Dir Sud Tratto3,1
11.347410,44.529310,Sicve INIZIO, A14 Dir Sud Tratto3,2
11.377010,44.514870,Sicve INIZIO, A14 Dir Sud Tratto3,3
11.420500,44.481130,Sicve INIZIO, A14 Dir Sud Tratto3,4
11.435560,44.480490,Sicve INIZIO, A14 Dir Sud Tratto4,1
11.583000,44.433560,Sicve INIZIO, A14 Dir Sud Tratto4,2
11.730270,44.384800,Sicve INIZIO, A14 Dir Sud Tratto4,3
11.804170,44.357380,Sicve INIZIO, A14 Dir Sud Tratto4,4
11.818140,44.353040,Sicve INIZIO, A14 Dir Sud Tratto4,5
11.888000,44.330350,Sicve INIZIO, A14 Dir Sud Tratto4,6
12.076000,44.257780,Sicve INIZIO, A14 Dir Sud Tratto4,7
12.209800,44.201110,Sicve INIZIO, A14 Dir Sud Tratto4,8
12.269690,44.175810,Sicve INIZIO, A14 Dir Sud Tratto4,9
12.479530,44.079810,Sicve INIZIO, A14 Dir Nord Tratto2,1
12.299800,44.163390,Sicve INIZIO, A14 Dir Nord Tratto2,2
12.232650,44.192110,Sicve INIZIO, A14 Dir Nord Tratto2,3
12.102710,44.248740,Sicve INIZIO, A14 Dir Nord Tratto2,4
11.914200,44.320190,Sicve INIZIO, A14 Dir Nord Tratto2,5
11.841280,44.345320,Sicve INIZIO, A14 Dir Nord Tratto2,6
11.800110,44.358900,Sicve INIZIO, A14 Dir Nord Tratto2,7
11.755910,44.375860,Sicve INIZIO, A14 Dir Nord Tratto2,8
11.622130,44.419580,Sicve INIZIO, A14 Dir Nord Tratto2,9
11.435340,44.480680,Sicve INIZIO, A14 Dir Nord Tratto2,10
11.423230,44.480800,Sicve INIZIO, A14 Dir Nord Tratto2,11
11.374690,44.517310,Sicve INIZIO, A14 Dir Nord Tratto2,12
11.356940,44.526240,Sicve INIZIO, A14 Dir Nord Tratto2,13
11.347500,44.529430,Sicve INIZIO, A14 Dir Nord Tratto2,14
11.301060,44.524640,Sicve INIZIO, A14 Dir Nord Tratto2,15
11.961720,45.400510,Sicve INIZIO, A13 Dir Sud,1
11.854180,45.339190,Sicve INIZIO, A13 Dir Sud,2
11.813510,45.300430,Sicve INIZIO, A13 Dir Sud,3
11.774460,45.244320,Sicve INIZIO, A13 Dir Sud,4
11.773370,45.127660,Sicve INIZIO, A13 Dir Sud,5
11.745820,45.087420,Sicve INIZIO, A13 Dir Sud,6
11.605250,44.931000,Sicve INIZIO, A13 Dir Sud,7
11.569910,44.869920,Sicve INIZIO, A13 Dir Sud,8
11.553450,44.802430,Sicve INIZIO, A13 Dir Sud,9
11.483430,44.692450,Sicve INIZIO, A13 Dir Sud,10
11.407620,44.602880,Sicve INIZIO, A13 Dir Sud,11
11.359830,44.529710,Sicve INIZIO, A13 Dir Nord,1
11.365390,44.538280,Sicve INIZIO, A13 Dir Nord,2
11.392370,44.579360,Sicve INIZIO, A13 Dir Nord,3
11.475440,44.682310,Sicve INIZIO, A13 Dir Nord,4
